patch_id,raw_changed_lines,normalized_changed_lines,normalization_applied,verification_status
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-20-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-21-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-24-kPAR-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-27-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-41-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-43-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-44-kPAR-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-45-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-51-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-53-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-57-kPAR-plausible,5,5,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-58-kPAR-plausible,3,3,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-59-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Lang__patch1-Lang-63-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-104-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-15-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-2-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-40-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-42-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-43-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-49-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-50-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-62-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-63-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-7-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-8-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-80-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-81-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-82-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-84-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Math__patch1-Math-88-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Doverfitting__kPAR__Time__patch1-Time-17-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Dsame__ACS__Chart__patch1-Chart-14-ACS,12,12,False,PASS
Patches_ICSE__Dsame__ACS__Time__patch1-Time-15-ACS,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-1-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-19-AVATAR,6,6,False,PASS
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-24-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Chart__patch1-Chart-4-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-46-AVATAR,16,16,False,PASS
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-62-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-63-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Closure__patch1-Closure-73-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Lang__patch1-Lang-6-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Lang__patch1-Lang-7-AVATAR,6,6,False,PASS
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-4-AVATAR,6,6,False,PASS
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-59-AVATAR,2,2,False,PASS
Patches_ICSE__Dsame__AVATAR__Math__patch1-Math-89-AVATAR,4,4,False,PASS
Patches_ICSE__Dsame__Arja__Math__patch1-Math-58-Arja,2,2,False,PASS
Patches_ICSE__Dsame__Arja__Math__patch1-Math-98-Arja,2,2,False,PASS
Patches_ICSE__Dsame__Cardumen__Math__patch1-Math-70-Cardumen,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-1-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-19-FixMiner,6,6,False,PASS
Patches_ICSE__Dsame__FixMiner__Chart__patch1-Chart-4-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-22-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-30-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-34-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-57-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-70-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-75-FixMiner,2,2,False,PASS
Patches_ICSE__Dsame__FixMiner__Math__patch1-Math-79-FixMiner,4,4,False,PASS
Patches_ICSE__Dsame__RSRepair__Closure__patch1-Closure-126-RSRepair,4,4,False,PASS
Patches_ICSE__Dsame__SimFix__Chart__patch1-Chart-1-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Chart__patch1-Chart-7-SimFix,4,4,False,PASS
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-62-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-63-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Closure__patch1-Closure-73-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-33-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-39-SimFix,3,3,False,PASS
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-43-SimFix,1,1,False,PASS
Patches_ICSE__Dsame__SimFix__Lang__patch1-Lang-58-SimFix,3,3,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-41-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-5-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-53-SimFix,3,3,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-57-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-59-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-70-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-75-SimFix,2,2,False,PASS
Patches_ICSE__Dsame__SimFix__Math__patch1-Math-79-SimFix,4,4,False,PASS
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-1-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-19-TBar,6,6,False,PASS
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-20-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-24-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-4-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Chart__patch1-Chart-9-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-62-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-63-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Closure__patch1-Closure-73-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Lang__patch1-Lang-57-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Lang__patch1-Lang-59-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Math__patch1-Math-5-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Math__patch1-Math-57-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Math__patch1-Math-70-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Math__patch1-Math-75-TBar,2,2,False,PASS
Patches_ICSE__Dsame__TBar__Math__patch1-Math-79-TBar,4,4,False,PASS
Patches_ICSE__Dsame__TBar__Math__patch1-Math-89-TBar,4,4,False,PASS
Patches_ICSE__Dsame__jGenProg__Math__patch1-Math-70-jGenProg,2,2,False,PASS
Patches_ICSE__Dsame__jMutRepair__Chart__patch1-Chart-1-jMutRepair,2,2,False,PASS
Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-62-jMutRepair,2,2,False,PASS
Patches_ICSE__Dsame__jMutRepair__Closure__patch1-Closure-63-jMutRepair,2,2,False,PASS
Patches_ICSE__Dsame__jMutRepair__Math__patch1-Math-82-jMutRepair,2,2,False,PASS
Patches_ICSE__Dsame__jMutRepair__Math__patch1-Math-85-jMutRepair,2,2,False,PASS
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-1-kPAR,2,2,False,PASS
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-19-kPAR,6,6,False,PASS
Patches_ICSE__Dsame__kPAR__Chart__patch1-Chart-4-kPAR,2,2,False,PASS
Patches_ICSE__Dsame__kPAR__Closure__patch1-Closure-73-kPAR,2,2,False,PASS
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-58-kPAR,2,2,False,PASS
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-70-kPAR,2,2,False,PASS
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-75-kPAR,2,2,False,PASS
Patches_ICSE__Dsame__kPAR__Math__patch1-Math-89-kPAR,4,4,False,PASS
Patches_ICSE__Error__patch1-Chart-12-FixMiner-plausible,2,2,False,PASS
Patches_ICSE__Error__patch1-Chart-12-kPAR-plausible,2,2,False,PASS
Patches_ICSE__Error__patch1-Closure-106-SimFix-plausible,1,1,False,PASS
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-1-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-11-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-24-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Chart__patch1-Chart-8-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Chart__patch2-Chart-11-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-26-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-43-CapGen,1,1,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-57-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-59-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch1-Lang-6-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch2-Lang-43-CapGen,1,1,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch2-Lang-57-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch3-Lang-43-CapGen,1,1,False,PASS
Patches_others__Dcorrect__CapGen__Lang__patch3-Lang-57-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-30-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-33-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-5-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-53-CapGen,1,1,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-57-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-58-CapGen,3,3,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-59-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-63-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-65-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-70-CapGen,3,3,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-75-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-80-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch1-Math-85-CapGen,2,2,False,PASS
Patches_others__Dcorrect__CapGen__Math__patch2-Math-53-CapGen,1,1,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-1-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-24-Jaid,1,1,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-26-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch1-Chart-9-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-24-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-26-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch2-Chart-9-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Chart__patch3-Chart-26-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-126-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-18-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-31-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-33-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-40-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-62-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-63-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-70-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Closure__patch1-Closure-73-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-33-Jaid,4,4,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-38-Jaid,1,1,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-45-Jaid,6,6,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-51-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch1-Lang-55-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-33-Jaid,7,7,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-38-Jaid,1,1,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch2-Lang-51-Jaid,4,4,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch3-Lang-38-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch3-Lang-51-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch4-Lang-38-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch4-Lang-51-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch5-Lang-51-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Lang__patch6-Lang-51-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch1-Math-32-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch1-Math-5-Jaid,4,4,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch1-Math-50-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch1-Math-53-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch1-Math-80-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch1-Math-82-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch1-Math-85-Jaid,2,2,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch2-Math-5-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch2-Math-53-Jaid,3,3,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch2-Math-80-Jaid,1,1,False,PASS
Patches_others__Dcorrect__Jaid__Math__patch3-Math-5-Jaid,3,3,False,PASS
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-1-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-11-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-24-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-26-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Chart__patch1-Chart-4-SOFix,3,3,False,PASS
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-51-SOFix,1,1,False,PASS
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-59-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Lang__patch1-Lang-6-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-2-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-33-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-34-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-5-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-50-SOFix,5,5,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-57-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-58-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-59-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-70-SOFix,3,3,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-75-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-80-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-82-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Math__patch1-Math-85-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SOFix__Time__patch1-Time-19-SOFix,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-1-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-11-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Chart__patch1-Chart-9-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-18-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-73-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Closure__patch1-Closure-86-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Closure__patch2-Closure-73-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Lang__patch1-Lang-59-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Lang__patch1-Lang-6-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-30-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-5-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-57-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-58-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-75-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-82-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch1-Math-85-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SequenceR__Math__patch2-Math-82-SequenceR,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-1-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-11-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-20-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-24-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-8-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Chart__patch1-Chart-9-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Closure__patch1-Closure-126-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Closure__patch1-Closure-14-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-59-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Lang__patch1-Lang-6-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-33-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-5-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-50-SketchFix,4,4,False,PASS
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-59-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-70-SketchFix,2,2,False,PASS
Patches_others__Dcorrect__SketchFix__Math__patch1-Math-82-SketchFix,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch1-Lang-43-CapGen-plausible,1,1,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch1-Lang-59-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch10-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch11-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch12-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch13-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch2-Lang-59-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch3-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch4-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch5-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch6-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch7-Lang-59-CapGen-plausible,3,3,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch8-Lang-59-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Lang__patch9-Lang-59-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch1-Math-5-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch1-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch1-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch1-Math-85-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch10-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch2-Math-5-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch2-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch2-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch2-Math-85-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch3-Math-5-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch3-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch3-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch3-Math-85-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch4-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch4-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch5-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch5-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch6-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch6-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch7-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch7-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch8-Math-63-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch8-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__CapGen__Math__patch9-Math-80-CapGen-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-1-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-26-Jaid-plausible,1,1,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch1-Chart-9-Jaid-plausible,4,4,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-1-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-26-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch2-Chart-9-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-1-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Chart__patch3-Chart-9-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-33-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-62-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Closure__patch1-Closure-63-Jaid-plausible,2,2,False,PASS
Patches_others__Doverfitting__Jaid__Closure__patch2-Closure-33-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-45-Jaid-plausible,5,5,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-51-Jaid-plausible,3,3,False,PASS
Patches_others__Doverfitting__Jaid__Lang__patch1-Lang-55-Jaid-plausible,3,3,False,PASS
