patch_id,bug_id,project,bug_number,ground_truth_label,original_label,original_dataset_location,normalized_patch_location,duplicate_group_id,APR_tool,included_primary,included_sensitivity,correction_status,exclusion_reason,label_sensitivity,exclusion_reason_sensitivity,trigger_tests_available,buggy_checkout_available,fixed_checkout_available,patch_applies,patch_compiles,original_tests_pass
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-5-TBar-plausible,Chart-5,Chart,5,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Chart/patch1-Chart-5-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-5-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-7-TBar-plausible,Chart-7,Chart,7,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Chart/patch1-Chart-7-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Chart__patch1-Chart-7-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-107-TBar-plausible,Closure-107,Closure,107,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-107-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-107-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-109-TBar-plausible,Closure-109,Closure,109,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-109-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-109-TBar-plausible.diff,DUP0023,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-115-TBar-plausible,Closure-115,Closure,115,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-115-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-115-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-12-TBar-plausible,Closure-12,Closure,12,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-12-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-12-TBar-plausible.diff,DUP0024,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-126-TBar-plausible,Closure-126,Closure,126,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-126-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-126-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-133-TBar-plausible,Closure-133,Closure,133,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-133-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-133-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-21-TBar-plausible,Closure-21,Closure,21,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-21-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-21-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-22-TBar-plausible,Closure-22,Closure,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-22-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-22-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-66-TBar-plausible,Closure-66,Closure,66,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Closure/patch1-Closure-66-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Closure__patch1-Closure-66-TBar-plausible.diff,DUP0033,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-13-TBar-plausible,Lang-13,Lang,13,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-13-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-13-TBar-plausible.diff,DUP0036,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-18-TBar-plausible,Lang-18,Lang,18,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-18-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-18-TBar-plausible.diff,DUP0038,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-20-TBar-plausible,Lang-20,Lang,20,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-20-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-20-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-22-TBar-plausible,Lang-22,Lang,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-22-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-22-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-24-TBar-plausible,Lang-24,Lang,24,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-24-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-24-TBar-plausible.diff,DUP0039,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-27-TBar-plausible,Lang-27,Lang,27,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-27-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-27-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-39-TBar-plausible,Lang-39,Lang,39,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-39-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-39-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-41-TBar-plausible,Lang-41,Lang,41,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-41-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-41-TBar-plausible.diff,DUP0040,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-43-TBar-plausible,Lang-43,Lang,43,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-43-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-43-TBar-plausible.diff,DUP0041,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-44-TBar-plausible,Lang-44,Lang,44,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-44-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-44-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-45-TBar-plausible,Lang-45,Lang,45,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-45-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-45-TBar-plausible.diff,DUP0042,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-51-TBar-plausible,Lang-51,Lang,51,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-51-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-51-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-58-TBar-plausible,Lang-58,Lang,58,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-58-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-58-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-60-TBar-plausible,Lang-60,Lang,60,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-60-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-60-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-63-TBar-plausible,Lang-63,Lang,63,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Lang/patch1-Lang-63-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Lang__patch1-Lang-63-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-15-TBar-plausible,Math-15,Math,15,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-15-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-15-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-2-TBar-plausible,Math-2,Math,2,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-2-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-2-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-50-TBar-plausible,Math-50,Math,50,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-50-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-50-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-6-TBar-plausible,Math-6,Math,6,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-6-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-6-TBar-plausible.diff,DUP0064,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-62-TBar-plausible,Math-62,Math,62,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-62-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-62-TBar-plausible.diff,DUP0065,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-63-TBar-plausible,Math-63,Math,63,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-63-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-63-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-8-TBar-plausible,Math-8,Math,8,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-8-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-8-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-80-TBar-plausible,Math-80,Math,80,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-80-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-80-TBar-plausible.diff,DUP0072,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-81-TBar-plausible,Math-81,Math,81,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-81-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-81-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-82-TBar-plausible,Math-82,Math,82,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-82-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-82-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-84-TBar-plausible,Math-84,Math,84,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-84-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-84-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-85-TBar-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-85-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-85-TBar-plausible.diff,DUP0080,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-88-TBar-plausible,Math-88,Math,88,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-88-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-88-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-95-TBar-plausible,Math-95,Math,95,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-95-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-95-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-96-TBar-plausible,Math-96,Math,96,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/TBar/Math/patch1-Math-96-TBar-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__TBar__Math__patch1-Math-96-TBar-plausible.diff,,TBar,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-13-jGenProg-plausible,Chart-13,Chart,13,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Chart/patch1-Chart-13-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-13-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-25-jGenProg-plausible,Chart-25,Chart,25,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Chart/patch1-Chart-25-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-25-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-3-jGenProg-plausible,Chart-3,Chart,3,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Chart/patch1-Chart-3-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-3-jGenProg-plausible.diff,DUP0018,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-5-jGenProg-plausible,Chart-5,Chart,5,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Chart/patch1-Chart-5-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-5-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-7-jGenProg-plausible,Chart-7,Chart,7,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Chart/patch1-Chart-7-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Chart__patch1-Chart-7-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-21-jGenProg-plausible,Closure-21,Closure,21,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Closure/patch1-Closure-21-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-21-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-22-jGenProg-plausible,Closure-22,Closure,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Closure/patch1-Closure-22-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Closure__patch1-Closure-22-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-27-jGenProg-plausible,Lang-27,Lang,27,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Lang/patch1-Lang-27-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-27-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-39-jGenProg-plausible,Lang-39,Lang,39,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Lang/patch1-Lang-39-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Lang__patch1-Lang-39-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-50-jGenProg-plausible,Math-50,Math,50,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-50-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-50-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-60-jGenProg-plausible,Math-60,Math,60,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-60-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-60-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-73-jGenProg-plausible,Math-73,Math,73,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-73-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-73-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-8-jGenProg-plausible,Math-8,Math,8,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-8-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-8-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-81-jGenProg-plausible,Math-81,Math,81,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-81-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-81-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-84-jGenProg-plausible,Math-84,Math,84,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-84-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-84-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-85-jGenProg-plausible,Math-85,Math,85,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-85-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-85-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-95-jGenProg-plausible,Math-95,Math,95,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jGenProg/Math/patch1-Math-95-jGenProg-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jGenProg__Math__patch1-Math-95-jGenProg-plausible.diff,,jGenProg,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-1-jKali-plausible,Chart-1,Chart,1,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jKali/Chart/patch1-Chart-1-jKali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-1-jKali-plausible.diff,,jKali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-13-jKali-plausible,Chart-13,Chart,13,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jKali/Chart/patch1-Chart-13-jKali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-13-jKali-plausible.diff,,jKali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-25-jKali-plausible,Chart-25,Chart,25,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jKali/Chart/patch1-Chart-25-jKali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-25-jKali-plausible.diff,,jKali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-5-jKali-plausible,Chart-5,Chart,5,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jKali/Chart/patch1-Chart-5-jKali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jKali__Chart__patch1-Chart-5-jKali-plausible.diff,,jKali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-101-jKali-plausible,Closure-101,Closure,101,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jKali/Closure/patch1-Closure-101-jKali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-101-jKali-plausible.diff,,jKali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-21-jKali-plausible,Closure-21,Closure,21,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jKali/Closure/patch1-Closure-21-jKali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-21-jKali-plausible.diff,,jKali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-22-jKali-plausible,Closure-22,Closure,22,overfitting,overfitting,Patches.zip:Patches/Patches_ICSE/Doverfitting/jKali/Closure/patch1-Closure-22-jKali-plausible.patch,data/normalized_patches/Patches_ICSE__Doverfitting__jKali__Closure__patch1-Closure-22-jKali-plausible.diff,,jKali,True,True,none,,overfitting,,NA,NA,NA,NA,NA,NA
